	body_text	label	label_num
10	horse would run shepherd come drive cow stop hans soon come get upon leg sadly vexed say shepherd riding joke man luck get upon beast like stumble fling would break neck however like cow great deal good smart beast play trick spoil best coat see puddle smell like nosegay one walk along one leisure behind cow keep good company milk butter cheese every day bargain would give prize well say shepherd fond change cow horse like good neighbour even though lose done say hans merrily noble heart good man think shepherd jump upon horse wish hans cow good morning away ride hans brush coat wipe face hand rest drive cow quietly think bargain lucky one piece bread certainly shall always able get whenever like eat butter cheese thirsty milk cow drink milk wish come inn halt eat bread give away last penny glass beer rest set drive cow towards mother	A	0
11	village heat grow great soon noon come till last find wide heath would take hour cross begin hot parch tongue clave roof mouth find cure thought milk cow quench thirst tie stump tree hold leathern cap milk drop would think cow bring milk butter cheese time utterly dry hans think look try luck milking manage matter clumsily uneasy beast begin think troublesome last give kick head knock lay long senseless luckily butcher soon come drive pig wheelbarrow matter man say butcher help hans tell happen dry want milk cow find cow dry butcher give flask ale say drink refresh cow give milk see old beast good nothing slaughterhouse alas ala say hans would think shame take horse give dry cow kill good hate cowbeef tender enough pig like fat gentleman drive along ease one could something would rate make sausages well say butcher like say one ask kind neighbourly thing	A	0
12	please change give fine fat pig cow heaven reward kindness selfdenial say hans give butcher cow take pig wheelbarrow drive away hold string tie leg jog seem go right meet misfortune sure well repay could otherwise travel companion last get next man meet countryman carry fine white goose countryman stop ask clock lead chat hans tell luck many good bargain world go gay smile countryman begin tell tale say go take goose christening feel say heavy yet eight week old whoever roast eat find plenty fat upon live well right say hans weigh hand talk fat pig trifle meantime countryman begin look grave shake head hark ye say worthy friend seem good sort fellow help kind turn pig may get scrape village come squire pig steal sty dreadfully afraid saw get squire pig catch bad job least throw horsepond swim poor hans sadly frighten good man cry pray get scrape	A	0
13	know nothing pig either breed bear may squire aught tell know country good take pig give goose ought something bargain say countryman give fat goose pig indeed tis everyone would much however hard upon trouble take string hand drive pig side path hans go way homewards free care think chap pretty well take care whose pig wherever come good friend much best bargain first capital roast fat find goosegrease six month beautiful white feather put pillow sure shall sleep soundly without rock happy mother talk pig indeed give fine fat goose come next village saw scissorgrinder wheel work sing er hill er dale happy roam work light live well world home blythe merry hans stand look last say must well master grinder seem happy work yes say mine golden trade good grinder never put hand pocket without find money get beautiful goose buy give pig get pig give cow cow	A	0
14	give horse horse give lump silver big head silver oh work hard seven long years thrive well world hitherto say grinder could find money pocket whenever put hand fortune would made true manage must turn grinder like say want grindstone rest come one little bad wear would ask value goose buy ask say hans happy man world could money whenever put hand pocket could want goose say grinder give common rough stone lay side capital stone work well enough make old nail cut hans take stone go way light heart eye sparkle joy say surely must bear lucky hour everything could want wish come people kind seem really think favour let make rich give good bargains meantime begin tire hungry give away last penny joy get cow last could go farther stone tire sadly drag side river might take drink water rest lay stone carefully side bank stoop drink forget	A	0
15	push little roll plump stream watch sink deep clear water spring dance joy fell upon knee thank heaven tear eye kindness take away plague ugly heavy stone happy cry nobody ever lucky get light heart free trouble walk till reach mother house tell easy road good luck jorinda jorindel old castle stand middle deep gloomy wood castle live old fairy fairy could take shape please day long fly form owl creep country like cat night always become old woman young man come within hundred pace castle become quite fix could move step till come set free would till give word never come pretty maiden come within space change bird fairy put cage hang chamber castle seven hundred cage hang castle beautiful bird maiden whose name jorinda pretty pretty girl ever see shepherd lad whose name jorindel fond soon marry one day go walk wood might alone jorindel say must take	A	0
16	care go near fairy castle beautiful evening last ray set sun shone bright long stem tree upon green underwood beneath turtledoves sang tall birch jorinda sit gaze upon sun jorindel sat side felt sad know seem part one another ever wander long way look see way go home find loss know path take sun set fast already half circle sink behind hill jorindel sudden look behind saw bush without know sit close old wall castle shrink fear turn pale tremble jorinda sing ringdove sang willow spray welladay welladay mourn fate darling mate welladay song stop suddenly jorindel turn see reason behold jorinda change nightingale song end mournful _jug jug_ owl fiery eye fly three time round three time scream tu whu tu whu tu whu jorindel could move stand fix stone could neither weep speak stir hand foot sun go quite gloomy night come owl fly bush moment old fairy	A	0
17	come forth pale meagre star eye nose chin almost meet one another mumble something seize nightingale go away hand poor jorindel saw nightingale go could could speak could move spot stand last fairy come back sang hoarse voice till prisoner fast doom cast stay oh stay charm around spell bind hie away away sudden jorindel find free fell knee fairy pray give back dear jorinda laugh say never see go way pray weep sorrow vain alas say become could go back home go strange village employ keep sheep many time walk round round near hated castle dare go vain hear saw nothing jorinda last dream one night find beautiful purple flower middle lay costly pearl dream pluck flower go hand castle everything touch disenchant find jorinda morning awake begin search hill dale pretty flower eight long day seek vain ninth day early morning find beautiful purple flower middle large dewdrop	A	0
18	big costly pearl pluck flower set travelled day night till come castle walk nearer hundred pace yet become fix find could go quite close door jorindel glad indeed see touch door flower spring open go court listen hear many bird sing last come chamber fairy sit seven hundred bird sing seven hundred cage saw jorindel angry scream rage could come within two yard flower hold hand safeguard look around bird alas many many nightingale find jorinda think saw fairy take one cage make best way door run fly touch cage flower jorinda stand throw arm round neck look beautiful ever beautiful walk together wood touch bird flower take old form take jorinda home marry live happily together many year good many lad whose maiden force sing old fairy cage much long like travelling musicians honest farmer faithful servant great many year grow old every day unfit work master therefore tire	A	0
19	keep begin think put end saw mischief wind take slyly begin journey towards great city think may turn musician travel little way spy dog lying roadside panting tire make pant friend say alas say dog master go knock head old weak longer make useful hunting run away earn livelihood hark ye say go great city turn musician suppose go try way dog say willing jog together go far saw cat sit middle road make rueful face pray good lady say matter look quite spirit ah say cat one good spirit one life danger begin grow old rather lie ease fire run house mouse mistress lay hold go drown though lucky enough get away know live upon oh say mean go us great city good night singer may make fortune musician cat pleased thought join party soon afterwards pass farmyard saw cock perch upon gate scream might main bravo say upon	A	0
20	word make famous noise pray say cock say fine weather washingday yet mistress cook thank pain threaten cut head tomorrow make broth guest come sunday heaven forbid say come us master chanticleer well rate stay head cut besides know care sing tune may get kind concert come along us heart say cock four go jollily together could however reach great city first day night come go wood sleep dog lay great tree cat climb branch cock think high sit safer fly top tree accord custom go sleep look side see everything well saw afar something bright shin call companion say must house great way see light case say well change quarter lodging best world besides add dog bad bone two bit meat walk together towards spot chanticleer see light draw near become large brighter till last come close house gang robber live tall company march window peep well donkey say	A	0
21	chanticleer see see reply see table spread kind good thing robber sit round make merry would noble lodging us say cock yes say could get consult together contrive get robber last hit upon plan place upright hind leg forefoot rest window dog get upon back cat scramble dog shoulder cock fly sit upon cat head ready signal give begin music brayed dog bark cat mew cock scream break window come tumble room amongst broken glass hideous clatter robber little frighten opening concert doubt frightful hobgoblin break upon scamper away fast could coast clear traveller soon sit dispatch robber leave much eagerness expect eat month soon satisfy put light seek restingplace liking donkey lay upon heap straw yard dog stretch upon mat behind door cat roll hearth warm ash cock perch upon beam top house rather tire journey soon fell asleep midnight robber saw afar light seem quiet begin think great	A	0
22	hurry run away one bold rest go see go finding everything still march kitchen grope till find match order light candle espy glittering fiery eye cat mistake live coal hold match light cat understand joke sprang face spat scratch frighten dreadfully away run back door dog jump bite leg cross yard kick cock awaken noise crow might robber run back fast could comrade tell captain horrid witch get house spat scratch face long bony finger man knife hand hide behind door stab leg black monster stand yard strike club devil sit upon top house cry throw rascal robber never dare go back house musician pleased quarter take abode dare say day old sultan shepherd faithful dog call sultan grow old lose teeth one day shepherd wife stand together house shepherd say shoot old sultan tomorrow morning use wife say pray let poor faithful creature live serve us well great many	A	0
23	year ought give livelihood rest days say shepherd tooth head thief care sure serve us earn livelihood tomorrow shall last day depend upon poor sultan lie close hear shepherd wife say one another much frighten think tomorrow would last day evening go good friend wolf live wood tell sorrow master mean kill morning make easy say wolf give good advice master know go every morning early wife field take little child lay behind hedge shade work lie close child pretend watch come wood run away must run fast let drop may carry back think save child thankful take care long live dog like plan well accordingly manage wolf run child little way shepherd wife scream sultan soon overtake carry poor little thing back master mistress shepherd pat head say old sultan save child wolf therefore shall live well take care plenty eat wife go home give good dinner let old	A	0
24	cushion sleep long lives time forward sultan could wish soon afterwards wolf come wish joy say good fellow must tell tale turn head way want taste one old shepherd fine fat sheep say sultan true master however wolf think joke come one night get dainty morsel sultan tell master wolf meant lay wait behind barn door wolf busy look good fat sheep stout cudgel lay back comb lock finely wolf angry call sultan old rogue swore would revenge next morning wolf send boar challenge sultan come wood fight matter sultan nobody could ask second shepherd old threelegged cat take poor thing limp along trouble stick tail straight air wolf wild boar first ground espy enemy come saw cat long tail stand straight air think carry sword sultan fight every time limp think pick stone throw say like way fighting boar lay behind bush wolf jump tree sultan cat soon come	A	0
25	look wonder one boar however quite hidden ear stick bush shake one little cat see something move think mouse spring upon bit scratch boar jump grunt run away roar look tree sit one blame look espy wolf sit amongst branch call cowardly rascal would suffer come till heartily ashamed promise good friend old sultan straw coal bean village dwell poor old woman gather together dish bean want cook make fire hearth might burn quicker light handful straw empty bean pan one drop without observe lay ground beside straw soon afterwards burn coal fire leap two straw begin say dear friend whence come coal reply fortunately spring fire escape sheer force death would certain burn ashes bean say escape whole skin old woman get pan make broth without mercy like comrades would good fate fall lot say straw old woman destroy brother fire smoke seize sixty take life luckily slip fingers	A	0
26	say coal think answer bean fortunately escaped death keep together like good companion l new mischance overtake us go away together repair foreign country proposition please two others set way together soon however come little brook bridge footplank know get straw hit good idea say lay straight across walk bridge straw therefore stretch one bank coal impetuous disposition trip quite boldly newlybuilt bridge reach middle hear water rush beneath afraid stand still venture farther straw however begin burn broke two piece fell stream coal slip hiss get water breathe last bean prudently stay behind shore could laugh event unable stop laugh heartily burst would likewise good fortune tailor travel search work sit rest brook compassionate heart pull needle thread sew together bean thank prettily tailor use black thread bean since black seam briar rose king queen upon time reign country great way day fairy king queen plenty money plenty fine	A	0
27	clothes wear plenty good thing eat drink coach ride every day though marry many year child grieve much indeed one day queen walk side river bottom garden saw poor little fish throw water lay gasp nearly dead bank queen take pity little fish throw back river swim away lift head water say know wish shall fulfil return kindness soon daughter little fish foretell soon come pass queen little girl beautiful king could cease look joy say would hold great feast make merry show child land ask kinsman noble friend neighbour queen say fairy also might kind good little daughter thirteen fairy kingdom king queen twelve golden dish eat force leave one fairy without ask twelve fairy come high red cap head red shoe high heel foot long white wand hand feast gather round ring give best gift little princess one give goodness another beauty another rich till good world eleven	A	0
28	bless great noise hear courtyard word bring thirteenth fairy come black cap head black shoe foot broomstick hand presently come dininghall ask feast angry scold king queen much set work take revenge cry king daughter shall fifteenth year wound spindle fall dead twelfth friendly fairy yet give gift come forward say evil wish must fulfil could soften mischief gift king daughter spindle wound really die fall asleep hundred year however king hop still save dear child altogether threaten evil order spindle kingdom buy burnt gift first eleven fairy meantime fulfil princess beautiful well behave good wise everyone know love happen day fifteen year old king queen home leave alone palace rove look room chamber till last come old tower narrow staircase end little door door golden key turn door sprang open sit old lady spin away busily good mother say princess spinning say old lady nod head hum tune buzz	A	0
29	go wheel prettily little thing turn round say princess take spindle begin try spin scarcely touch fairy prophecy fulfil spindle wound fell lifeless ground however dead fall deep sleep king queen come home court fell asleep horse sleep stable dog court pigeon housetop fly slept upon wall even fire hearth leave blazing go sleep jack stop spit turn goose upon king dinner stand still cook moment pull kitchenboy hair give box ear something amiss let go fell asleep butler slyly taste ale fell asleep jug lip thus everything stand still sleep soundly large hedge thorn soon grow round palace every year become higher thicker till last old palace surround hide even roof chimney could see go report land beautiful sleeping briar rose king daughter call time time several king son come try break thicket palace however none could ever thorn bush lay hold hand stick fast die wretchedly many many	A	0
30	year come king son land old man tell story thicket thorn beautiful palace stand behind wonderful princess call briar rose lay asleep court tell hear grandfather many many prince come try break thicket stick fast die young prince say shall frighten go see briar rose old man try hinder bent upon go day hundred year end prince come thicket saw nothing beautiful flowering shrub go ease shut thick ever come last palace court lay dog asleep horse stand stable roof sit pigeon fast asleep head wing come palace fly sleep wall spit stand still butler jug ale lip go drink draught maid sit fowl lap ready pluck cook kitchen still hold hand go beat boy go still farther still could hear every breath draw till last come old tower open door little room briar rose lay fast asleep couch window look beautiful could take eye stoop give kiss moment kiss	A	0
31	open eye awoke smile upon go together soon king queen also awake court gaze great wonder horse shake dog jump bark pigeon take head wing look fly field fly wall buzz fire kitchen blaze round go jack round go spit goose king dinner upon butler finish draught ale maid go pluck fowl cook give boy box ear prince briar rose marry wedding feast give live happily together life long dog sparrow shepherd dog master take care often let suffer great hunger last could bear longer take heel run sad sorrowful mood road meet sparrow say sad friend say dog hungry nothing eat answer sparrow come next town soon find plenty food go together town pass butcher shop sparrow say dog stand little till peck piece meat sparrow perch upon shelf first look carefully see anyone watch peck scratch steak lay upon edge shelf till last fell dog snap scramble away	A	0
32	corner soon eat well say sparrow shall come next shop peck another steak dog eat sparrow say well good friend enough plenty meat answer like piece bread eat come say sparrow shall soon take baker shop peck two roll lay window till fell dog still wish take another shop peck eat sparrow ask whether enough yes say let us take walk little way town go upon high road weather warm go far dog say much tire like take nap well answer sparrow meantime perch upon bush dog stretch road fell fast asleep whilst sleep come carter cart drawn three horse load two cask wine sparrow see carter turn way would go track dog lay drive call stop stop mr carter shall bad carter grumble make bad indeed crack whip drive cart poor dog wheel crush death cry sparrow thou cruel villain thou hast kill friend dog mind say deed thine	A	0
33	shall cost thee thou art worth bad welcome say brute harm pass sparrow crept tilt cart peck bung one cask till loosen wine run without carter see last look round saw cart drip cask quite empty unlucky wretch cry wretch enough yet say sparrow alight upon head one horse peck till rear kick carter saw draw hatchet aim blow sparrow mean kill fly away blow fell upon poor horse head force fell dead unlucky wretch cry wretch enough yet say sparrow carter go two horse creep tilt cart peck bung second cask wine run carter saw cry miserable wretch sparrow answer wretch enough yet perch head second horse peck carter run strike hatchet away fly blow fell upon second horse kill spot unlucky wretch say wretch enough yet say sparrow perch upon third horse begin peck carter mad fury without look care strike sparrow kill third horse two alas miserable	A	0
34	wretch cry wretch enough yet answer sparrow fly away plague punish thee thy house carter force last leave cart behind go home overflow rage vexation alas say wife ill luck befall wine spilt horse three dead alas husband reply wicked bird come house bring bird world sure fall upon corn loft eat rate away run husband upstairs saw thousand bird sit upon floor eat corn sparrow midst unlucky wretch cry carter saw corn almost go wretch enough yet say sparrow thy cruelty shall cost thee thy life yet away fly carter see thus lose go kitchen still sorry sit angrily sulkily chimney corner sparrow sit outside window cry carter thy cruelty shall cost thee thy life jump rage seize hatchet throw sparrow miss break window sparrow hop perch upon windowseat cry carter shall cost thee thy life become mad blind rage strike windowseat force cleave two sparrow fly place place	A	0
35	carter wife furious break furniture glass chair bench table last wall without touch bird end however catch wife say shall kill cry let easily shall die much cruel death eat sparrow begin flutter stretch neck cry carter shall cost thee thy life yet could wait longer give wife hatchet cry wife strike bird kill hand wife strike miss aim hit husband head fell dead sparrow fly quietly home nest twelve dancing princesses king twelve beautiful daughter sleep twelve bed one room go bed door shut lock every morning shoe find quite worn dance night yet nobody could find happen king make know land person could discover secret find princess dance night one like best wife king death whoever tried succeed three day night put death king son soon come well entertain evening take chamber next one princess lay twelve bed sit watch go dance order nothing might pass without hearing	A	0
36	door chamber leave open king son soon fell asleep awake morning find princess dance sol shoe full hole thing happen second third night king order head cut come several others luck lose life manner chance old soldier wound battle could fight longer pass country king reign travel wood meet old woman ask go hardly know go well say soldier think like well find princess dance time might king well say old dame hard task take care drink wine one princess bring evening soon leave pretend fast asleep give cloak say soon put become invisible able follow princess wherever go soldier heard good counsel determine try luck go king say willing undertake task well receive others king order fine royal robe give evening come lead chamber go lie eldest princess bring cup wine soldier throw away secretly take care drink drop lay bed little begin snore loud fast asleep twelve princesses	A	0
37	heard laugh heartily eldest say fellow might wiser thing lose life way rise open drawer box take fine clothes dress glass skip eager begin dance young say know happy feel uneasy sure mischance befall us simpleton say eldest always afraid forget many king son already watch vain soldier even give sleep draught would sleep soundly enough ready go look soldier snore stir hand foot think quite safe eldest go bed clap hand bed sink floor trapdoor flew open soldier saw go trapdoor one another eldest lead way think time lose jump put cloak old woman give follow middle stair tread gown young princess cry sister right someone take hold gown silly creature say eldest nothing nail wall go bottom find delightful grove tree leaf silver glitter sparkle beautifully soldier wish take away token place break little branch come loud noise tree young daughter say sure right hear noise never happen	A	0
38	eldest say prince shout joy approach come another grove tree leaf gold afterwards third leaf glitter diamond soldier break branch every time loud noise make young sister tremble fear eldest still say prince cry joy go till come great lake side lake lay twelve little boat twelve handsome prince seem wait princess one princess go boat soldier step boat young row lake prince boat young princess soldier say know though row might get fast usual quite tired boat seem heavy today heat weather say princess feel warm side lake stand fine illuminated castle come merry music horn trumpet land go castle prince dance princess soldier time invisible dance princess cup wine set drink put cup mouth empty young sister terribly frighten eldest always silence dance till three clock morning shoe wear oblige leave prince row back lake time soldier place boat eldest princess opposite shore take leave princess promise come	A	0
39	next night come stair soldier run princess lay twelve sister slowly come much tire hear snore bed say quite safe undress put away fine clothes pull shoe go bed morning soldier say nothing happen determine see strange adventure go second third night every thing happen princess dance time till shoe wear piece return home however third night soldier carry away one golden cup token soon time come declare secret take king three branch golden cup twelve princesses stand listen behind door hear would say king ask twelve daughter dance night answer twelve prince castle ground tell king happen show three branch golden cup bring king call princess ask whether soldier say true saw discover use deny happen confess king ask soldier would choose wife answer young eldest marry day soldier choose king heir fisherman wife fisherman live wife pigsty close seaside fisherman use go day long afishing one day sit	A	0
40	shore rod look sparkle wave watch line sudden float drag away deep water draw pull great fish fish say pray let live real fish enchanted prince put water let go oh ho say man need make many word matter nothing fish talk swim away sir soon please put back water fish dart straight bottom leave long streak blood behind wave fisherman go home wife pigsty tell catch great fish tell enchanted prince hear speak let go ask anything say wife live wretchedly nasty dirty pigsty go back tell fish want snug little cottage fisherman much like business however go seashore come back water look yellow green stand water edge say man sea hearken wife ilsabill hath send beg boon thee fish come swim say well wife want ah say fisherman say catch ought ask something let go like live longer pigsty want snug little cottage go home say fish cottage	A	0
41	already man go home saw wife stand door nice trim little cottage come come say much good filthy pigsty parlour bedchamber kitchen behind cottage little garden plant sort flower fruit courtyard behind full duck chicken ah say fisherman happily shall live try least say wife everything go right week two dame ilsabill say husband near room enough us cottage courtyard garden great deal small like large stone castle live go fish tell give us castle wife say fisherman like go perhaps angry ought easy pretty cottage live nonsense say wife willingly know go along try fisherman go heart heavy come sea look blue gloomy though calm go close edge wave say man sea hearken wife ilsabill hath send beg boon thee well want say fish ah say man dolefully wife want live stone castle go home say fish stand gate already away go fisherman find wife stand gate great castle	A	0
42	see say grand go castle together find great many servant room richly furnish full golden chair table behind castle garden around park half mile long full sheep goat hare deer courtyard stable cowhouses well say man live cheerful happy beautiful castle rest lives perhaps may say wife let us sleep upon make mind go bed next morning dame ilsabill awake broad daylight jog fisherman elbow say get husband bestir must king land wife wife say man wish king king say wife say fisherman king fish make king husband say say go try king man go away quite sorrowful think wife want king time sea look dark grey colour overspread curl wave ridge foam cry man sea hearken wife ilsabill hath send beg boon thee well would say fish alas say poor man wife want king go home say fish king already fisherman go home come close palace saw troop soldier	A	0
43	hear sound drum trumpet go saw wife sit throne gold diamond golden crown upon head side stood six fair maiden head taller well wife say fisherman king yes say king look long time say ah wife fine thing king shall never anything wish long live know may say never long time king true begin tire think like emperor alas wife wish emperor say fisherman husband say go fish say emperor ah wife reply fisherman fish make emperor sure like ask thing king say ilsabill slave go fisherman force go mutter go along come good much ask fish tire last shall sorry done soon come seashore water quite black muddy mighty whirlwind blew wave roll go near could water brink say man sea hearken wife ilsabill hath send beg boon thee would say fish ah say fisherman want emperor go home say fish emperor already go home come near saw wife	A	0
44	ilsabill sit lofty throne make solid gold great crown head full two yard high side stood guard attendant row one small tallest giant little dwarf big finger stood prince duke earl fisherman go say wife emperor yes say emperor ah say man gaze upon fine thing emperor husband say stop emperor pope next wife wife say pope one pope time christendom husband say pope day reply husband fish make pope nonsense say make emperor make pope go try fisherman go come shore wind rag sea toss boil wave ship trouble roll fearfully upon top billow middle heaven little piece blue sky towards south red dreadful storm rise sight fisherman dreadfully frighten tremble knee knock together still go near shore say man sea hearken wife ilsabill hath send beg boon thee want say fish ah say fisherman wife want pope go home say fish pope already fisherman go home find ilsabill	A	0
45	sit throne two mile high three great crown head around stood pomp power church side two row burn light size great large high big tower world least large small rushlight wife say fisherman look greatness pope yes say pope well wife reply grand thing pope must easy nothing greater think say wife go bed dame ilsabill could sleep night think next last drop asleep morning break sun rise ha think wake look window prevent sun rising thought angry waken husband say husband go fish tell must lord sun moon fisherman half asleep thought frighten much start fell bed alas wife say easy pope say uneasy long sun moon rise without leave go fish man go shiver fear go shore dreadful storm arose tree rocks shook heaven become black stormy cloud lightning play thunder roll might see sea great black wave swell like mountain crown white foam upon head fisherman creep	A	0
46	towards sea cry well could man sea hearken wife ilsabill hath send beg boon thee want say fish ah say want lord sun moon go home say fish pigsty live day willowwren bear summertime bear wolf walk forest bear heard bird sing beautifully say brother wolf bird sing well king bird say wolf must bow reality bird willowwren case say bear much like see royal palace come take thither quite seem think say wolf must wait queen come soon afterwards queen arrive food beak lord king come begin fee young one bear would like go wolf hold back sleeve say must wait lord lady queen go away take stock hole nest lay trot away bear however could rest see royal palace short time pass go king queen fly peep saw five six young one lie royal palace cry bear wretched palace king child disreputable child young wren hear frightfully angry	A	0
47	scream parent honest people bear pay bear wolf grow uneasy turn back go hole young willowwrens however continue cry scream parent bring food say much touch one fly leg die hunger settle whether respectable child bear insult us old king say easy shall punish flew queen bear cave call old growler insult child shall suffer punish bloody war thus war announce bear fourfooted animal summon take part oxen ass cow deer every animal earth contain willowwren summon everything fly air bird large small midge hornet bee fly come time come war begin willowwren sent spy discover enemy commanderinchief gnat crafty fly forest enemy assemble hide beneath leaf tree password announce stand bear call fox say fox cunning animal shall general lead us good say fox signal shall agree upon one know fox say fine long bushy tail almost look like plume red feather lift tail quite high go well must	A	0
48	charge let hang run away fast gnat hear fly away reveal everything minute detail willowwren day break battle begin fourfooted animal come run noise earth tremble willowwren army also come fly air humming whirring swarm every one uneasy afraid side advance willowwren send hornet order settle beneath fox tail sting might fox felt first string start lift one leg pain bore still keep tail high air second sting force put moment third could hold longer scream put tail leg animal saw think lose begin flee hole bird win battle king queen fly home child cry children rejoice eat drink heart content win battle young wren say eat yet bear must come nest beg pardon say honourable child willowwren flew bear hole cry growler come nest child beg pardon else every rib body shall broken bear crept thither great fear beg pardon last young wren satisfied sit together eat drink make	A	0
